"season","round","date","time","gameIDs201516","teamName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","teamResult","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint","possess","offRtg","defRtg","pointsMarginRtg","offDefRatio","trueShootingRtg","eFGpct","turnoverRate","freeThrowRate","offReboundRate","oppPossess","oppOffRtg","oppDefRtg","oppPointsMarginRtg","oppOffDefRatio","oppTrueShootingRtg","oppeFGpct","oppTurnoverRate","oppFreeThrowRate","oppOffReboundRate"
"2015 / 2016","1",2015-10-09,"1930","20151009-1930_SEQvsBEN","South-East Queensland","Home","Bendigo",80,63,17,"Win",32,72,44.4,4,12,33.3,12,17,70.6,26,10,36,15,9,8,1,5,16,20,14,8,0,0,44,78,102.6,80.8,21.8,1.27,50,47.2,11.5,23.6,26.3,78,80.8,102.6,-21.8,0.79,41.4,37.9,21.8,18.6,36.6
"2015 / 2016","1",2015-10-09,"1930","20151009-1930_SEQvsBEN","Bendigo","Away","South-East Queensland",63,80,-17,"Loss",26,70,37.1,1,14,7.1,10,13,76.9,28,15,43,8,17,1,5,1,20,16,6,4,0,0,40,78,80.8,102.6,-21.8,0.79,41.4,37.9,21.8,18.6,36.6,78,102.6,80.8,21.8,1.27,50,47.2,11.5,23.6,26.3
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_CANvsDAN","Canberra","Home","Dandenong",72,80,-8,"Loss",28,66,42.4,6,19,31.6,10,13,76.9,22,9,31,17,13,6,3,2,22,16,7,6,8,0,30,76,94.7,105.3,-10.6,0.9,49.9,47,17.1,19.7,24.3,76,105.3,94.7,10.6,1.11,51.4,43.8,15.8,41.5,37.1
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_CANvsDAN","Dandenong","Away","Canberra",80,72,8,"Win",27,65,41.5,3,11,27.3,23,27,85.2,28,13,41,14,12,8,2,3,16,22,12,14,19,0,24,76,105.3,94.7,10.6,1.11,51.4,43.8,15.8,41.5,37.1,76,94.7,105.3,-10.6,0.9,49.9,47,17.1,19.7,24.3
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_PERvsSYD","Perth","Home","Sydney",81,70,11,"Win",30,75,40,8,16,50,13,18,72.2,25,15,40,18,8,6,4,3,24,19,13,15,2,0,34,76,106.6,92.1,14.5,1.16,48.5,45.3,10.5,24,38.5,74,94.6,109.5,-14.9,0.86,50.1,44.8,20.3,43.1,28.6
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_PERvsSYD","Sydney","Away","Perth",70,81,-11,"Loss",23,58,39.7,6,20,30,18,25,72,24,10,34,9,15,2,3,4,19,24,6,0,0,0,18,74,94.6,109.5,-14.9,0.86,50.1,44.8,20.3,43.1,28.6,76,106.6,92.1,14.5,1.16,48.5,45.3,10.5,24,38.5
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_TSVvsBEN","Townsville","Home","Bendigo",64,72,-8,"Loss",25,58,43.1,5,13,38.5,9,14,64.3,20,5,25,12,17,6,4,1,19,13,13,7,0,0,32,76,84.2,94.7,-10.5,0.89,49.5,47.4,22.4,24.1,16.7,76,94.7,84.2,10.5,1.12,55,49.1,21.1,35.7,20
"2015 / 2016","1",2015-10-10,"1900","20151010-1900_TSVvsBEN","Bendigo","Away","Townsville",72,64,8,"Win",25,56,44.6,5,14,35.7,17,20,85,25,5,30,16,16,9,1,4,13,19,15,3,0,0,38,76,94.7,84.2,10.5,1.12,55,49.1,21.1,35.7,20,76,84.2,94.7,-10.5,0.89,49.5,47.4,22.4,24.1,16.7
"2015 / 2016","1",2015-10-10,"1930","20151010-1930_MELvsADL","Melbourne","Home","Adelaide",94,72,22,"Win",39,81,48.1,5,23,21.7,11,15,73.3,34,14,48,18,13,3,2,0,15,15,18,15,0,0,54,87,108,82.8,25.2,1.3,53.3,51.2,14.9,18.5,43.8,83,86.7,113.3,-26.6,0.77,43.9,39,15.7,26,24.4
"2015 / 2016","1",2015-10-10,"1930","20151010-1930_MELvsADL","Adelaide","Away","Melbourne",72,94,-22,"Loss",27,73,37,3,10,30,15,19,78.9,18,11,29,12,13,4,0,2,15,15,10,6,2,0,36,83,86.7,113.3,-26.6,0.77,43.9,39,15.7,26,24.4,87,108,82.8,25.2,1.3,53.3,51.2,14.9,18.5,43.8
"2015 / 2016","2",2015-10-14,"1900","20151014-1900_SYDvsCAN","Sydney","Home","Canberra",85,67,18,"Win",29,57,50.9,7,16,43.8,20,24,83.3,27,5,32,17,15,7,0,2,19,22,13,4,0,22,30,78,109,85.9,23.1,1.27,62.1,57,19.2,42.1,20.8,76,88.2,111.8,-23.6,0.79,52.2,49.1,22.4,26.3,15.6
"2015 / 2016","2",2015-10-14,"1900","20151014-1900_SYDvsCAN","Canberra","Away","Sydney",67,85,-18,"Loss",26,57,45.6,4,13,30.8,11,15,73.3,19,5,24,12,17,3,2,0,22,19,9,4,0,37,24,76,88.2,111.8,-23.6,0.79,52.2,49.1,22.4,26.3,15.6,78,109,85.9,23.1,1.27,62.1,57,19.2,42.1,20.8
"2015 / 2016","2",2015-10-16,"1930","20151016-1930_DANvsSEQ","Dandenong","Home","South-East Queensland",89,81,8,"Win",36,68,52.9,4,9,44.4,13,19,68.4,27,9,36,19,16,4,4,1,12,19,11,6,2,23,48,83,107.2,97.6,9.60000000000001,1.1,57.8,55.9,19.3,27.9,28.1,85,95.3,104.7,-9.40000000000001,0.91,50.2,48,14.1,18.9,20.6
"2015 / 2016","2",2015-10-16,"1930","20151016-1930_DANvsSEQ","South-East Queensland","Away","Dandenong",81,89,-8,"Loss",32,74,43.2,7,18,38.9,10,14,71.4,23,7,30,11,12,11,1,4,19,12,10,8,2,7,40,85,95.3,104.7,-9.40000000000001,0.91,50.2,48,14.1,18.9,20.6,83,107.2,97.6,9.60000000000001,1.1,57.8,55.9,19.3,27.9,28.1
"2015 / 2016","2",2015-10-17,"1930","20151017-1930_ADLvsSYD","Adelaide","Home","Sydney",71,88,-17,"Loss",26,77,33.8,3,13,23.1,16,24,66.7,22,16,38,13,15,9,2,7,23,20,10,13,0,19,28,87,81.6,101.1,-19.5,0.81,40.2,35.7,17.2,31.2,31.4,81,108.6,87.7,20.9,1.24,57.3,53.9,18.5,42.2,31.2
"2015 / 2016","2",2015-10-17,"1930","20151017-1930_ADLvsSYD","Sydney","Away","Adelaide",88,71,17,"Win",33,64,51.6,3,15,20,19,27,70.4,35,10,45,21,15,4,7,2,20,22,14,11,0,37,26,81,108.6,87.7,20.9,1.24,57.3,53.9,18.5,42.2,31.2,87,81.6,101.1,-19.5,0.81,40.2,35.7,17.2,31.2,31.4
"2015 / 2016","2",2015-10-17,"1930","20151017-1930_MELvsPER","Melbourne","Home","Perth",68,78,-10,"Loss",22,57,38.6,6,13,46.2,18,19,94.7,20,9,29,13,17,2,3,4,16,16,9,9,0,0,20,73,93.2,106.8,-13.6,0.87,51.5,43.9,23.3,33.3,29,76,102.6,89.5,13.1,1.15,50.5,47.3,14.5,12.3,37.5
"2015 / 2016","2",2015-10-17,"1930","20151017-1930_MELvsPER","Perth","Away","Melbourne",78,68,10,"Win",31,73,42.5,7,24,29.2,9,9,100,22,12,34,16,11,7,4,3,16,16,16,9,2,14,30,76,102.6,89.5,13.1,1.15,50.5,47.3,14.5,12.3,37.5,73,93.2,106.8,-13.6,0.87,51.5,43.9,23.3,33.3,29
"2015 / 2016","2",2015-10-18,"1300","20151018-1300_TSVvsCAN","Townsville","Home","Canberra",104,60,44,"Win",43,77,55.8,9,21,42.9,9,13,69.2,29,10,39,19,13,8,6,2,25,20,29,12,0,28,50,86,120.9,69.8,51.1,1.73,62.5,61.7,15.1,16.9,45.5,81,74.1,128.4,-54.3,0.58,43.3,33.9,23.5,50,17.1
"2015 / 2016","2",2015-10-18,"1300","20151018-1300_TSVvsCAN","Canberra","Away","Townsville",60,104,-44,"Loss",16,56,28.6,6,16,37.5,22,28,78.6,12,6,18,14,19,1,2,6,20,25,9,5,0,26,10,81,74.1,128.4,-54.3,0.58,43.3,33.9,23.5,50,17.1,86,120.9,69.8,51.1,1.73,62.5,61.7,15.1,16.9,45.5
"2015 / 2016","2",2015-10-18,"1500","20151018-1500_BENvsPER","Bendigo","Home","Perth",81,65,16,"Win",31,66,47,10,26,38.5,9,13,69.2,29,11,40,16,18,5,3,3,20,15,10,15,8,12,42,79,102.5,82.3,20.2,1.25,56.1,54.5,22.8,19.7,36.7,75,86.7,108,-21.3,0.8,41.7,36,14.7,30.9,31
"2015 / 2016","2",2015-10-18,"1500","20151018-1500_BENvsPER","Perth","Away","Bendigo",65,81,-16,"Loss",22,68,32.4,5,23,21.7,16,21,76.2,19,13,32,10,11,6,3,3,15,20,14,10,2,14,16,75,86.7,108,-21.3,0.8,41.7,36,14.7,30.9,31,79,102.5,82.3,20.2,1.25,56.1,54.5,22.8,19.7,36.7
"2015 / 2016","3",2015-10-22,"1900","20151022-1900_CANvsSEQ","Canberra","Home","South-East Queensland",58,95,-37,"Loss",19,62,30.6,3,16,18.8,17,18,94.4,19,7,26,14,18,13,1,4,13,19,8,7,2,10,26,81,71.6,117.3,-45.7,0.61,41.1,33.1,22.2,29,17.1,84,113.1,69,44.1,1.64,60.4,58.3,21.4,19.4,38.7
"2015 / 2016","3",2015-10-22,"1900","20151022-1900_CANvsSEQ","South-East Queensland","Away","Canberra",95,58,37,"Win",37,72,51.4,10,16,62.5,11,14,78.6,34,12,46,19,18,8,4,1,19,13,22,18,4,43,44,84,113.1,69,44.1,1.64,60.4,58.3,21.4,19.4,38.7,81,71.6,117.3,-45.7,0.61,41.1,33.1,22.2,29,17.1
"2015 / 2016","3",2015-10-23,"1930","20151023-1930_DANvsBEN","Dandenong","Home","Bendigo",89,57,32,"Win",33,74,44.6,6,15,40,17,22,77.3,27,14,41,16,9,6,7,3,17,21,9,9,6,28,38,79,112.7,72.2,40.5,1.56,52.7,48.6,11.4,29.7,40,82,69.5,108.5,-39,0.64,36.1,26.9,19.5,37.3,30.8
"2015 / 2016","3",2015-10-23,"1930","20151023-1930_DANvsBEN","Bendigo","Away","Dandenong",57,89,-32,"Loss",18,67,26.9,0,13,0,21,25,84,21,12,33,13,16,7,3,7,21,17,4,2,8,10,26,82,69.5,108.5,-39,0.64,36.1,26.9,19.5,37.3,30.8,79,112.7,72.2,40.5,1.56,52.7,48.6,11.4,29.7,40
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_BENvsCAN","Bendigo","Home","Canberra",77,66,11,"Win",24,53,45.3,5,16,31.2,24,29,82.8,26,12,38,16,14,8,3,6,19,22,14,8,0,4,36,68,113.2,97.1,16.1,1.17,57.7,50,20.6,54.7,40,70,94.3,110,-15.7,0.86,50.3,44.7,18.6,31.6,23.5
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_BENvsCAN","Canberra","Away","Bendigo",66,77,-11,"Loss",22,57,38.6,7,21,33.3,15,18,83.3,18,8,26,15,13,4,6,3,22,19,11,7,0,5,20,70,94.3,110,-15.7,0.86,50.3,44.7,18.6,31.6,23.5,68,113.2,97.1,16.1,1.17,57.7,50,20.6,54.7,40
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_SYDvsMEL","Sydney","Home","Melbourne",93,86,7,"Win",35,55,63.6,10,17,58.8,13,16,81.2,16,7,23,20,21,6,2,2,18,16,24,4,0,15,40,76,122.4,113.2,9.2,1.08,74.3,72.7,27.6,29.1,33.3,77,111.7,120.8,-9.09999999999999,0.92,60.1,56.5,24.7,32.3,44.8
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_SYDvsMEL","Melbourne","Away","Sydney",86,93,-7,"Loss",32,62,51.6,6,15,40,16,20,80,14,13,27,19,19,8,2,2,16,18,18,7,0,9,40,77,111.7,120.8,-9.09999999999999,0.92,60.1,56.5,24.7,32.3,44.8,76,122.4,113.2,9.2,1.08,74.3,72.7,27.6,29.1,33.3
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_TSVvsADL","Townsville","Home","Adelaide",104,41,63,"Win",35,61,57.4,13,23,56.5,21,26,80.8,36,8,44,21,17,8,3,1,15,23,25,9,0,40,34,81,128.4,50.6,77.8,2.54,70.9,68,21,42.6,29.6,83,49.4,125.3,-75.9,0.39,26.6,23.6,25.3,21.4,29.4
"2015 / 2016","3",2015-10-24,"1900","20151024-1900_TSVvsADL","Adelaide","Away","Townsville",41,104,-63,"Loss",16,70,22.9,1,10,10,8,15,53.3,19,15,34,6,21,8,1,3,23,15,13,8,0,9,18,83,49.4,125.3,-75.9,0.39,26.6,23.6,25.3,21.4,29.4,81,128.4,50.6,77.8,2.54,70.9,68,21,42.6,29.6
"2015 / 2016","3",2015-10-25,"1300","20151025-1300_PERvsDAN","Perth","Home","Dandenong",83,74,9,"Win",30,84,35.7,8,25,32,15,22,68.2,23,19,42,12,15,10,4,6,21,21,20,0,10,8,42,90,92.2,82.2,10,1.12,43.9,40.5,16.7,26.2,39.6,87,85.1,95.4,-10.3,0.89,47.4,42,23,27.5,30.3
"2015 / 2016","3",2015-10-25,"1300","20151025-1300_PERvsDAN","Dandenong","Away","Perth",74,83,-9,"Loss",28,69,40.6,2,4,50,16,19,84.2,29,10,39,15,20,6,6,4,21,21,12,15,0,14,32,87,85.1,95.4,-10.3,0.89,47.4,42,23,27.5,30.3,90,92.2,82.2,10,1.12,43.9,40.5,16.7,26.2,39.6
"2015 / 2016","3",2015-10-25,"1600","20151025-1600_SEQvsADL","South-East Queensland","Home","Adelaide",104,74,30,"Win",36,76,47.4,13,27,48.1,19,24,79.2,25,13,38,16,10,4,1,2,20,21,22,20,0,19,32,84,123.8,88.1,35.7,1.41,59.5,55.9,11.9,31.6,32.5,83,89.2,125.3,-36.1,0.71,45.5,38.4,21.7,37.7,37.5
"2015 / 2016","3",2015-10-25,"1600","20151025-1600_SEQvsADL","Adelaide","Away","South-East Queensland",74,104,-30,"Loss",25,69,36.2,3,21,14.3,21,26,80.8,27,15,42,11,18,4,2,1,21,20,11,8,0,18,30,83,89.2,125.3,-36.1,0.71,45.5,38.4,21.7,37.7,37.5,84,123.8,88.1,35.7,1.41,59.5,55.9,11.9,31.6,32.5
"2015 / 2016","4",2015-10-30,"1900","20151030-1900_PERvsBEN","Perth","Home","Bendigo",67,73,-6,"Loss",23,74,31.1,6,25,24,15,21,71.4,27,17,44,13,13,5,11,5,18,15,9,8,0,7,22,79,84.8,92.4,-7.60000000000001,0.92,39.9,35.1,16.5,28.4,39.5,82,89,81.7,7.3,1.09,44.3,37.3,13.4,33.8,28.9
"2015 / 2016","4",2015-10-30,"1900","20151030-1900_PERvsBEN","Bendigo","Away","Perth",73,67,6,"Win",25,71,35.2,3,19,15.8,20,24,83.3,26,11,37,14,11,9,5,11,15,18,10,16,0,8,36,82,89,81.7,7.3,1.09,44.3,37.3,13.4,33.8,28.9,79,84.8,92.4,-7.60000000000001,0.92,39.9,35.1,16.5,28.4,39.5
"2015 / 2016","4",2015-10-30,"1930","20151030-1930_SEQvsSYD","South-East Queensland","Home","Sydney",97,89,8,"Win",36,79,45.6,4,19,21.1,21,26,80.8,28,20,48,11,16,6,2,5,19,21,19,13,0,15,52,86,112.8,103.5,9.3,1.09,53.1,48.1,18.6,32.9,43.5,89,100,109,-9,0.92,57.1,52.9,20.2,30.9,17.6
"2015 / 2016","4",2015-10-30,"1930","20151030-1930_SEQvsSYD","Sydney","Away","South-East Queensland",89,97,-8,"Loss",33,68,48.5,6,17,35.3,17,21,81,26,6,32,19,18,5,5,2,21,19,20,8,0,11,44,89,100,109,-9,0.92,57.1,52.9,20.2,30.9,17.6,86,112.8,103.5,9.3,1.09,53.1,48.1,18.6,32.9,43.5
"2015 / 2016","4",2015-10-31,"1830","20151031-1830_DANvsTSV","Dandenong","Home","Townsville",75,83,-8,"Loss",33,70,47.1,4,8,50,5,7,71.4,27,4,31,11,12,4,3,4,19,14,8,0,0,12,44,81,92.6,102.5,-9.90000000000001,0.9,51.1,50,14.8,10,12.1,85,97.6,88.2,9.39999999999999,1.11,47.5,40.7,14.1,34.7,32.5
"2015 / 2016","4",2015-10-31,"1830","20151031-1830_DANvsTSV","Townsville","Away","Dandenong",83,75,8,"Win",30,75,40,1,16,6.2,22,26,84.6,29,13,42,13,12,3,4,3,14,19,8,10,0,6,38,85,97.6,88.2,9.39999999999999,1.11,47.5,40.7,14.1,34.7,32.5,81,92.6,102.5,-9.90000000000001,0.9,51.1,50,14.8,10,12.1
"2015 / 2016","4",2015-10-31,"1900","20151031-1900_CANvsMEL","Canberra","Home","Melbourne",63,91,-28,"Loss",25,66,37.9,5,14,35.7,8,15,53.3,22,10,32,15,20,6,4,4,11,18,10,8,2,24,34,83,75.9,109.6,-33.7,0.69,43.1,41.7,24.1,22.7,25.6,85,107.1,74.1,33,1.45,51.8,51.8,17.6,7.1,45
"2015 / 2016","4",2015-10-31,"1900","20151031-1900_CANvsMEL","Melbourne","Away","Canberra",91,63,28,"Win",40,85,47.1,8,24,33.3,3,6,50,29,18,47,19,15,11,4,4,18,11,30,25,10,24,42,85,107.1,74.1,33,1.45,51.8,51.8,17.6,7.1,45,83,75.9,109.6,-33.7,0.69,43.1,41.7,24.1,22.7,25.6
"2015 / 2016","4",2015-11-01,"1500","20151101-1500_ADLvsBEN","Adelaide","Home","Bendigo",76,68,8,"Win",27,69,39.1,6,17,35.3,16,18,88.9,31,13,44,13,10,5,2,3,16,21,10,13,0,11,24,74,102.7,91.9,10.8,1.12,49,43.5,13.5,26.1,32.5,77,88.3,98.7,-10.4,0.89,48.4,47.7,18.2,13.6,18.4
"2015 / 2016","4",2015-11-01,"1500","20151101-1500_ADLvsBEN","Bendigo","Away","Adelaide",68,76,-8,"Loss",26,66,39.4,11,26,42.3,5,9,55.6,27,7,34,16,14,4,3,2,21,16,7,12,0,4,30,77,88.3,98.7,-10.4,0.89,48.4,47.7,18.2,13.6,18.4,74,102.7,91.9,10.8,1.12,49,43.5,13.5,26.1,32.5
"2015 / 2016","4",2015-11-02,"1930","20151102_1930_MELvsTSV","Melbourne","Home","Townsville",84,75,9,"Win",32,66,48.5,8,19,42.1,12,14,85.7,29,11,40,19,19,4,1,4,16,17,15,4,2,10,8,80,105,93.8,11.2,1.12,57.8,54.5,23.8,21.2,35.5,86,87.2,97.7,-10.5,0.89,46.8,45.9,15.1,17.6,19.4
"2015 / 2016","4",2015-11-02,"1930","20151102_1930_MELvsTSV","Townsville","Away","Melbourne",75,84,-9,"Loss",32,74,43.2,4,16,25,7,13,53.8,20,7,27,12,13,6,4,1,17,16,14,9,4,10,52,86,87.2,97.7,-10.5,0.89,46.8,45.9,15.1,17.6,19.4,80,105,93.8,11.2,1.12,57.8,54.5,23.8,21.2,35.5
"2015 / 2016","5",2015-11-06,"1900","20151106-1900_SYDvsCAN","Sydney","Home","Canberra",68,45,23,"Win",26,61,42.6,7,17,41.2,9,12,75,29,14,43,16,16,5,7,2,14,17,12,11,0,18,28,68,100,66.2,33.8,1.51,51,48.4,23.5,19.7,50,68,66.2,100,-33.8,0.66,33.4,32.8,16.2,10.9,25.6
"2015 / 2016","5",2015-11-06,"1900","20151106-1900_SYDvsCAN","Canberra","Away","Sydney",45,68,-23,"Loss",21,64,32.8,0,11,0,3,7,42.9,14,10,24,7,11,5,2,7,17,14,12,8,0,10,32,68,66.2,100,-33.8,0.66,33.4,32.8,16.2,10.9,25.6,68,100,66.2,33.8,1.51,51,48.4,23.5,19.7,50
"2015 / 2016","5",2015-11-07,"1830","20151107-1830_DANvsMEL","Dandenong","Home","Melbourne",75,69,6,"Win",23,60,38.3,5,10,50,24,32,75,25,9,34,8,13,7,2,3,20,25,6,3,4,15,26,78,96.2,88.5,7.7,1.09,49.9,42.5,16.7,53.3,25.7,81,85.2,92.6,-7.39999999999999,0.92,50.3,45.9,24.7,26.2,21.9
"2015 / 2016","5",2015-11-07,"1830","20151107-1830_DANvsMEL","Melbourne","Away","Dandenong",69,75,-6,"Loss",24,61,39.3,8,22,36.4,13,16,81.2,26,7,33,18,20,1,3,2,25,20,8,7,0,24,24,81,85.2,92.6,-7.39999999999999,0.92,50.3,45.9,24.7,26.2,21.9,78,96.2,88.5,7.7,1.09,49.9,42.5,16.7,53.3,25.7
