"season","round","date","time","gameIDs201516","teamName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","teamResult","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint","possess","offRtg","defRtg","pointsMarginRtg","offDefRatio","trueShootingRtg","eFGpct","turnoverRate","freeThrowRate","offReboundRate","oppPossess","oppOffRtg","oppDefRtg","oppPointsMarginRtg","oppOffDefRatio","oppTrueShootingRtg","oppeFGpct","oppTurnoverRate","oppFreeThrowRate","oppOffReboundRate"
"2015 / 2016","14",2016-01-23,"1900","20160123-1900_SEQvsCAN","South-East Queensland","Home","Canberra",115,75,40,"Win",44,77,57.1,15,29,51.7,12,17,70.6,28,16,44,16,14,9,0,0,25,18,23,20,0,14,42,82,140.2,91.5,48.7,1.53,67.6,66.9,17.1,22.1,48.5,85,88.2,135.3,-47.1,0.65,53.3,46.6,20,44.8,3.4
"2015 / 2016","14",2016-01-23,"1900","20160123-1900_SEQvsCAN","Canberra","Away","South-East Queensland",75,115,-40,"Loss",25,58,43.1,4,14,28.6,21,26,80.8,17,1,18,9,17,3,0,0,18,25,9,2,2,32,26,85,88.2,135.3,-47.1,0.65,53.3,46.6,20,44.8,3.4,82,140.2,91.5,48.7,1.53,67.6,66.9,17.1,22.1,48.5
"2015 / 2016","14",2016-01-24,"1400","20160124-1400_PERvsADL","Perth","Home","Adelaide",76,67,9,"Win",28,65,43.1,7,22,31.8,13,19,68.4,24,7,31,19,6,2,2,5,16,19,14,8,0,11,30,72,105.6,93.1,12.5,1.13,51.3,48.5,8.3,29.2,25,71,94.4,107,-12.6,0.88,44.9,41,21.1,23.9,42.9
"2015 / 2016","14",2016-01-24,"1400","20160124-1400_PERvsADL","Adelaide","Away","Perth",67,76,-9,"Loss",22,67,32.8,11,26,42.3,12,16,75,21,18,39,13,15,0,5,2,19,16,9,6,0,13,14,71,94.4,107,-12.6,0.88,44.9,41,21.1,23.9,42.9,72,105.6,93.1,12.5,1.13,51.3,48.5,8.3,29.2,25
"2015 / 2016","14",2016-01-24,"1500","20160124-1500_TSVvsCAN","Townsville","Home","Canberra",97,83,14,"Win",39,74,52.7,5,15,33.3,14,22,63.6,30,10,40,26,11,7,4,8,9,17,12,8,0,25,48,85,114.1,97.6,16.5,1.17,57.4,56.1,12.9,29.7,34.5,84,98.8,115.5,-16.7,0.86,54.7,52.7,17.9,8.2,18.9
"2015 / 2016","14",2016-01-24,"1500","20160124-1500_TSVvsCAN","Canberra","Away","Townsville",83,97,-14,"Loss",33,73,45.2,11,27,40.7,6,6,100,19,7,26,18,15,1,8,4,17,9,8,6,0,17,36,84,98.8,115.5,-16.7,0.86,54.7,52.7,17.9,8.2,18.9,85,114.1,97.6,16.5,1.17,57.4,56.1,12.9,29.7,34.5
"2015 / 2016","14",2016-01-25,"1930","20160125-1930_MELvsDAN","Melbourne","Home","Dandenong",67,72,-5,"Loss",26,60,43.3,6,15,40,9,11,81.8,21,6,27,14,15,7,3,2,16,16,14,4,0,13,28,74,90.5,97.3,-6.8,0.93,51.4,48.3,20.3,18.3,20,76,94.7,88.2,6.5,1.07,49.2,47.8,21.1,16.2,38.2
"2015 / 2016","14",2016-01-25,"1930","20160125-1930_MELvsDAN","Dandenong","Away","Melbourne",72,67,5,"Win",30,68,44.1,5,15,33.3,7,11,63.6,24,13,37,16,16,7,2,3,16,16,14,6,4,12,38,76,94.7,88.2,6.5,1.07,49.2,47.8,21.1,16.2,38.2,74,90.5,97.3,-6.8,0.93,51.4,48.3,20.3,18.3,20
"2015 / 2016","15",2016-01-29,"1900","20160129-1900_TSVvsSYD","Townsville","Home","Sydney",89,80,9,"Win",35,67,52.2,4,14,28.6,15,22,68.2,30,10,40,11,12,7,1,3,11,20,12,14,0,15,50,79,112.7,101.3,11.4,1.11,57.5,55.2,15.2,32.8,29.4,85,94.1,104.7,-10.6,0.9,50.5,48.6,17.6,14.9,23.1
"2015 / 2016","15",2016-01-29,"1900","20160129-1900_TSVvsSYD","Sydney","Away","Townsville",80,89,-9,"Loss",32,74,43.2,8,20,40,8,11,72.7,24,9,33,18,15,4,3,1,21,10,13,4,0,22,32,85,94.1,104.7,-10.6,0.9,50.5,48.6,17.6,14.9,23.1,79,112.7,101.3,11.4,1.11,57.5,55.2,15.2,32.8,29.4
"2015 / 2016","15",2016-01-29,"1930","20160129-1930_ADLvsMEL","Adelaide","Home","Melbourne",70,47,23,"Win",24,76,31.6,5,21,23.8,17,22,77.3,21,20,41,18,15,18,2,0,15,19,22,11,0,10,30,81,86.4,58,28.4,1.49,40.5,34.9,18.5,28.9,44.4,77,61,90.9,-29.9,0.67,38.1,36.8,36.4,17.5,36.4
"2015 / 2016","15",2016-01-29,"1930","20160129-1930_ADLvsMEL","Melbourne","Away","Adelaide",47,70,-23,"Loss",19,57,33.3,4,18,22.2,5,10,50,25,12,37,9,28,4,0,2,19,15,14,6,0,8,22,77,61,90.9,-29.9,0.67,38.1,36.8,36.4,17.5,36.4,81,86.4,58,28.4,1.49,40.5,34.9,18.5,28.9,44.4
"2015 / 2016","15",2016-01-30,"1830","20160130-1830_DANvsBEN","Dandenong","Home","Bendigo",82,74,8,"Win",30,60,50,1,4,25,21,22,95.5,28,7,35,13,10,2,6,1,13,17,6,6,0,16,34,73,112.3,101.4,10.9,1.11,58.2,50.8,13.7,36.7,28,81,91.4,101.2,-9.8,0.9,43.9,42.6,9.9,8.6,28.2
"2015 / 2016","15",2016-01-30,"1830","20160130-1830_DANvsBEN","Bendigo","Away","Dandenong",74,82,-8,"Loss",30,81,37,9,31,29,5,7,71.4,18,11,29,14,8,5,1,6,17,13,3,12,2,4,32,81,91.4,101.2,-9.8,0.9,43.9,42.6,9.9,8.6,28.2,73,112.3,101.4,10.9,1.11,58.2,50.8,13.7,36.7,28
"2015 / 2016","15",2016-01-30,"1900","20160130-1900_PERvsMEL","Perth","Home","Melbourne",80,59,21,"Win",35,77,45.5,10,25,40,0,1,0,18,18,36,23,8,8,3,2,13,12,26,22,0,11,36,67,119.4,88.1,31.3,1.36,51.6,51.9,11.9,1.3,47.4,68,86.8,117.6,-30.8,0.74,51.5,49.1,29.4,13,33.3
"2015 / 2016","15",2016-01-30,"1900","20160130-1900_PERvsMEL","Melbourne","Away","Perth",59,80,-21,"Loss",22,54,40.7,9,24,37.5,6,7,85.7,20,9,29,11,20,3,2,3,12,13,5,8,0,17,24,68,86.8,117.6,-30.8,0.74,51.5,49.1,29.4,13,33.3,67,119.4,88.1,31.3,1.36,51.6,51.9,11.9,1.3,47.4
"2015 / 2016","15",2016-01-31,"1500","20160131-1500_CANvsADL","Canberra","Home","Adelaide",82,85,-3,"Loss",29,69,42,11,22,50,13,13,100,23,5,28,13,12,8,2,1,16,20,7,5,0,9,28,82,100,103.7,-3.7,0.96,54.5,50,14.6,18.8,14.3,83,102.4,98.8,3.60000000000001,1.04,53.4,52.1,18.1,22.2,32.4
"2015 / 2016","15",2016-01-31,"1500","20160131-1500_CANvsADL","Adelaide","Away","Canberra",85,82,3,"Win",34,72,47.2,7,16,43.8,10,16,62.5,30,11,41,21,15,5,1,2,20,16,8,13,2,14,44,83,102.4,98.8,3.60000000000001,1.04,53.4,52.1,18.1,22.2,32.4,82,100,103.7,-3.7,0.96,54.5,50,14.6,18.8,14.3
"2015 / 2016","15",2016-01-31,"1600","20160131-1600_SEQvsSYD","South-East Queensland","Home","Sydney",92,73,19,"Win",33,75,44,8,23,34.8,18,21,85.7,29,12,41,11,10,4,6,5,22,19,11,10,4,17,28,82,112.2,89,23.2,1.26,54.1,49.3,12.2,28,32.4,77,94.8,119.5,-24.7,0.79,46.9,38.5,14.3,41.5,27.5
"2015 / 2016","15",2016-01-31,"1600","20160131-1600_SEQvsSYD","Sydney","Away","South-East Queensland",73,92,-19,"Loss",23,65,35.4,4,14,28.6,23,27,85.2,25,11,36,11,11,0,5,6,19,21,2,6,0,21,26,77,94.8,119.5,-24.7,0.79,46.9,38.5,14.3,41.5,27.5,82,112.2,89,23.2,1.26,54.1,49.3,12.2,28,32.4
"2015 / 2016","16",2016-02-05,"1930","20160205-1930_ADLvsSEQ","Adelaide","Home","South-East Queensland",81,89,-8,"Loss",31,78,39.7,3,22,13.6,16,22,72.7,32,12,44,11,10,3,4,2,24,20,2,11,0,9,30,86,94.2,103.5,-9.3,0.91,45.8,41.7,11.6,28.2,24.5,83,107.2,97.6,9.60000000000001,1.1,51,43.9,9.6,37.8,25.6
"2015 / 2016","16",2016-02-05,"1930","20160205-1930_ADLvsSEQ","South-East Queensland","Away","Adelaide",89,81,8,"Win",29,74,39.2,7,20,35,24,28,85.7,37,11,48,15,8,4,2,4,20,24,3,11,0,9,28,83,107.2,97.6,9.60000000000001,1.1,51,43.9,9.6,37.8,25.6,86,94.2,103.5,-9.3,0.91,45.8,41.7,11.6,28.2,24.5
"2015 / 2016","16",2016-02-06,"1900","20160206-1900_PERvsSEQ","Perth","Home","South-East Queensland",71,87,-16,"Loss",27,72,37.5,12,36,33.3,5,6,83.3,22,12,34,15,21,3,0,1,22,10,6,9,0,0,26,84,84.5,103.6,-19.1,0.82,47.4,45.8,25,8.3,30.8,82,106.1,86.6,19.5,1.23,50.1,44.5,12.2,39.7,38.9
"2015 / 2016","16",2016-02-06,"1900","20160206-1900_PERvsSEQ","South-East Queensland","Away","Perth",87,71,16,"Win",30,73,41.1,5,24,20.8,22,29,75.9,27,14,41,14,10,11,1,0,12,22,15,8,0,16,40,82,106.1,86.6,19.5,1.23,50.1,44.5,12.2,39.7,38.9,84,84.5,103.6,-19.1,0.82,47.4,45.8,25,8.3,30.8
"2015 / 2016","16",2016-02-06,"1900","20160206-1900_SYDvsDAN","Sydney","Home","Dandenong",73,77,-4,"Loss",27,70,38.6,7,18,38.9,12,15,80,20,6,26,14,14,8,4,5,15,13,16,0,0,12,28,85,85.9,90.6,-4.69999999999999,0.95,47.3,43.6,16.5,21.4,15.4,81,95.1,90.1,5,1.06,52.6,49.3,22.2,19.4,33.3
"2015 / 2016","16",2016-02-06,"1900","20160206-1900_SYDvsDAN","Dandenong","Away","Sydney",77,73,4,"Win",31,67,46.3,4,10,40,11,13,84.6,33,10,43,19,18,2,5,4,13,15,14,8,0,17,38,81,95.1,90.1,5,1.06,52.6,49.3,22.2,19.4,33.3,85,85.9,90.6,-4.69999999999999,0.95,47.3,43.6,16.5,21.4,15.4
"2015 / 2016","16",2016-02-06,"1930","20160206-1930_MELvsTSV","Melbourne","Home","Townsville",60,84,-24,"Loss",25,68,36.8,7,21,33.3,3,4,75,18,10,28,12,15,2,1,2,19,15,14,9,2,12,24,75,80,112,-32,0.71,42.9,41.9,20,5.9,27.8,75,112,80,32,1.4,54.9,50.7,16,29.9,41.9
"2015 / 2016","16",2016-02-06,"1930","20160206-1930_MELvsTSV","Townsville","Away","Melbourne",84,60,24,"Win",31,67,46.3,6,14,42.9,16,20,80,26,13,39,16,12,6,2,1,15,19,20,9,2,28,44,75,112,80,32,1.4,54.9,50.7,16,29.9,41.9,75,80,112,-32,0.71,42.9,41.9,20,5.9,27.8
"2015 / 2016","16",2016-02-07,"1500","20160207-1500_BENvsTSV","Bendigo","Home","Townsville",63,75,-12,"Loss",26,75,34.7,5,21,23.8,6,8,75,18,20,38,14,16,4,5,5,20,11,7,17,0,10,26,75,84,100,-16,0.84,40,38,21.3,10.7,45.5,75,100,84,16,1.19,50.6,46.2,18.7,25.8,40
"2015 / 2016","16",2016-02-07,"1500","20160207-1500_BENvsTSV","Townsville","Away","Bendigo",75,63,12,"Win",27,66,40.9,7,18,38.9,14,17,82.4,24,12,36,16,14,6,5,5,11,19,6,11,0,17,28,75,100,84,16,1.19,50.6,46.2,18.7,25.8,40,75,84,100,-16,0.84,40,38,21.3,10.7,45.5
"2015 / 2016","16",2016-02-07,"1500","20160207-1500_CANvsDAN","Canberra","Home","Dandenong",69,73,-4,"Loss",29,63,46,5,21,23.8,6,10,60,28,6,34,17,18,8,10,2,12,12,4,2,2,15,44,79,87.3,92.4,-5.10000000000001,0.94,50.9,50,22.8,15.9,19.4,83,88,83.1,4.90000000000001,1.06,42.3,39.5,12,13.6,31.7
"2015 / 2016","16",2016-02-07,"1500","20160207-1500_CANvsDAN","Dandenong","Away","Canberra",73,69,4,"Win",29,81,35.8,6,11,54.5,9,11,81.8,25,13,38,11,10,10,2,10,12,12,20,14,2,6,28,83,88,83.1,4.90000000000001,1.06,42.3,39.5,12,13.6,31.7,79,87.3,92.4,-5.10000000000001,0.94,50.9,50,22.8,15.9,19.4
"2015 / 2016","17",2016-02-12,"1900","20160212-1900_CANvsPER","Canberra","Home","Perth",80,77,3,"Win",30,59,50.8,6,16,37.5,14,18,77.8,28,8,36,19,23,7,4,0,14,17,11,9,0,0,40,82,97.6,93.9,3.69999999999999,1.04,59.2,55.9,28,30.5,33.3,79,97.5,101.3,-3.8,0.96,48.9,47.3,20.3,13.5,34.9
"2015 / 2016","17",2016-02-12,"1900","20160212-1900_CANvsPER","Perth","Away","Canberra",77,80,-3,"Loss",29,74,39.2,12,33,36.4,7,10,70,16,15,31,15,16,15,0,4,17,14,22,11,2,10,28,79,97.5,101.3,-3.8,0.96,48.9,47.3,20.3,13.5,34.9,82,97.6,93.9,3.69999999999999,1.04,59.2,55.9,28,30.5,33.3
"2015 / 2016","17",2016-02-12,"1900","20160212-1900_TSVvsDAN","Townsville","Home","Dandenong",89,49,40,"Win",31,65,47.7,10,25,40,17,23,73.9,34,15,49,18,16,3,5,3,16,20,17,11,2,15,40,76,117.1,64.5,52.6,1.82,58.6,55.4,21.1,35.4,41.7,81,60.5,109.9,-49.4,0.55,31.5,29.1,21,10.8,29.2
"2015 / 2016","17",2016-02-12,"1900","20160212-1900_TSVvsDAN","Dandenong","Away","Townsville",49,89,-40,"Loss",20,74,27,3,19,15.8,6,8,75,21,14,35,9,17,5,3,5,20,16,8,10,0,7,22,81,60.5,109.9,-49.4,0.55,31.5,29.1,21,10.8,29.2,76,117.1,64.5,52.6,1.82,58.6,55.4,21.1,35.4,41.7
"2015 / 2016","17",2016-02-13,"1900","20160213-1900_SYDvsPER","Sydney","Home","Perth",85,88,-3,"Loss",32,68,47.1,7,18,38.9,14,14,100,18,9,27,20,16,7,1,2,11,14,12,8,0,26,44,81,104.9,108.6,-3.69999999999999,0.97,56.9,52.2,19.8,20.6,32.1,76,115.8,111.8,4,1.04,58.1,57,18.4,14.1,41.9
"2015 / 2016","17",2016-02-13,"1900","20160213-1900_SYDvsPER","Perth","Away","Sydney",88,85,3,"Win",35,71,49.3,11,26,42.3,7,10,70,19,13,32,17,14,4,2,1,14,11,20,13,0,15,40,76,115.8,111.8,4,1.04,58.1,57,18.4,14.1,41.9,81,104.9,108.6,-3.69999999999999,0.97,56.9,52.2,19.8,20.6,32.1
"2015 / 2016","17",2016-02-13,"1930","20160213-1930_MELvsADL","Melbourne","Home","Adelaide",62,88,-26,"Loss",25,69,36.2,8,16,50,4,6,66.7,18,13,31,13,24,5,3,7,18,12,6,18,0,17,22,83,74.7,106,-31.3,0.7,43.1,42,28.9,8.7,36.1,81,108.6,76.5,32.1,1.42,54.7,50.7,16,28.2,40
"2015 / 2016","17",2016-02-13,"1930","20160213-1930_MELvsADL","Adelaide","Away","Melbourne",88,62,26,"Win",35,71,49.3,2,11,18.2,16,20,80,23,12,35,17,13,12,7,3,12,18,31,11,4,10,48,81,108.6,76.5,32.1,1.42,54.7,50.7,16,28.2,40,83,74.7,106,-31.3,0.7,43.1,42,28.9,8.7,36.1
"2015 / 2016","17",2016-02-14,"1400","20160214-1400_BENvsADL","Bendigo","Home","Adelaide",78,92,-14,"Loss",28,62,45.2,5,18,27.8,17,21,81,18,6,24,13,16,6,1,3,19,19,14,7,4,9,38,81,96.3,113.6,-17.3,0.85,54.2,49.2,19.8,33.9,20,77,119.5,101.3,18.2,1.18,61.7,59.7,14.3,23.9,30.8
"2015 / 2016","17",2016-02-14,"1400","20160214-1400_BENvsADL","Adelaide","Away","Bendigo",92,78,14,"Win",37,67,55.2,6,14,42.9,12,16,75,24,8,32,14,11,2,3,1,19,19,17,9,0,18,40,77,119.5,101.3,18.2,1.18,61.7,59.7,14.3,23.9,30.8,81,96.3,113.6,-17.3,0.85,54.2,49.2,19.8,33.9,20
"2015 / 2016","17",2016-02-14,"1600","20160214-1600_SEQvsCAN","South-East Queensland","Home","Canberra",81,76,5,"Win",31,77,40.3,6,17,35.3,13,19,68.4,24,15,39,18,12,9,3,7,10,16,12,16,0,18,42,82,98.8,92.7,6.09999999999999,1.07,47.1,44.2,14.6,24.7,32.6,83,91.6,97.6,-6,0.94,48.9,47.3,20.5,13.7,31.4
"2015 / 2016","17",2016-02-14,"1600","20160214-1600_SEQvsCAN","Canberra","Away","South-East Queensland",76,81,-5,"Loss",31,73,42.5,7,22,31.8,7,10,70,31,11,42,16,17,6,7,3,16,9,16,7,2,9,34,83,91.6,97.6,-6,0.94,48.9,47.3,20.5,13.7,31.4,82,98.8,92.7,6.09999999999999,1.07,47.1,44.2,14.6,24.7,32.6
"2015 / 2016","18",2016-02-19,"1600","20160219-1600_PERvsTSV","Perth","Home","Townsville",82,69,13,"Win",35,83,42.2,8,26,30.8,4,8,50,22,12,34,16,6,11,1,3,26,11,20,13,2,17,36,81,101.2,85.2,16,1.19,47.2,47,7.4,9.6,26.7,83,83.1,98.8,-15.7,0.84,49.8,44.6,25.3,50,21.4
"2015 / 2016","18",2016-02-19,"1600","20160219-1600_PERvsTSV","Townsville","Away","Perth",69,82,-13,"Loss",24,56,42.9,2,17,11.8,19,28,67.9,33,6,39,12,21,2,3,1,11,26,6,6,2,11,40,83,83.1,98.8,-15.7,0.84,49.8,44.6,25.3,50,21.4,81,101.2,85.2,16,1.19,47.2,47,7.4,9.6,26.7
"2015 / 2016","18",2016-02-19,"1900","20160219-1900_SYDvsBEN","Sydney","Home","Bendigo",90,83,7,"Win",32,65,49.2,8,17,47.1,18,18,100,21,11,32,19,19,7,5,4,15,21,18,16,0,22,40,81,111.1,102.5,8.59999999999999,1.08,61.2,55.4,23.5,27.7,35.5,86,96.5,104.7,-8.2,0.92,49.3,48.1,20.9,13.9,43.2
"2015 / 2016","18",2016-02-19,"1900","20160219-1900_SYDvsBEN","Bendigo","Away","Sydney",83,90,-7,"Loss",35,79,44.3,6,18,33.3,7,11,63.6,20,16,36,8,18,10,4,5,21,15,26,19,0,8,54,86,96.5,104.7,-8.2,0.92,49.3,48.1,20.9,13.9,43.2,81,111.1,102.5,8.59999999999999,1.08,61.2,55.4,23.5,27.7,35.5
"2015 / 2016","18",2016-02-20,"1900","20160220-1900_CANvsBEN","Canberra","Home","Bendigo",78,71,7,"Win",30,70,42.9,6,18,33.3,12,15,80,27,13,40,19,12,9,8,2,12,14,13,13,2,20,34,76,102.6,93.4,9.19999999999999,1.1,50.6,47.1,15.8,21.4,35.1,78,91,100,-9,0.91,46,43,20.5,18.3,35.7
"2015 / 2016","18",2016-02-20,"1900","20160220-1900_CANvsBEN","Bendigo","Away","Canberra",71,78,-7,"Loss",26,71,36.6,9,22,40.9,10,13,76.9,24,15,39,11,16,8,2,8,14,12,13,8,2,5,26,78,91,100,-9,0.91,46,43,20.5,18.3,35.7,76,102.6,93.4,9.19999999999999,1.1,50.6,47.1,15.8,21.4,35.1
"2015 / 2016","18",2016-02-20,"1930","20160220-1930_ADLvsTSV","Adelaide","Home","Townsville",57,64,-7,"Loss",23,77,29.9,6,26,23.1,5,8,62.5,27,16,43,19,13,8,4,4,22,11,9,10,0,5,22,78,73.1,82.1,-9,0.89,35.3,33.8,16.7,10.4,35.6,76,84.2,75,9.2,1.12,43.1,36.9,21.1,45.9,32.5
"2015 / 2016","18",2016-02-20,"1930","20160220-1930_ADLvsTSV","Townsville","Away","Adelaide",64,57,7,"Win",20,61,32.8,5,17,29.4,19,28,67.9,29,13,42,13,16,6,4,4,12,22,5,6,0,20,22,76,84.2,75,9.2,1.12,43.1,36.9,21.1,45.9,32.5,78,73.1,82.1,-9,0.89,35.3,33.8,16.7,10.4,35.6
"2015 / 2016","18",2016-02-20,"1930","20160220-1930_MELvsSEQ","Melbourne","Home","South-East Queensland",81,67,14,"Win",28,60,46.7,15,25,60,10,11,90.9,29,10,39,18,17,1,3,0,18,12,12,8,2,12,20,72,112.5,93.1,19.4,1.21,62.1,59.2,23.6,18.3,34.5,77,87,105.2,-18.2,0.83,40,37.8,14.3,15.4,37
"2015 / 2016","18",2016-02-20,"1930","20160220-1930_MELvsSEQ","South-East Queensland","Away","Melbourne",67,81,-14,"Loss",28,78,35.9,3,16,18.8,8,12,66.7,19,17,36,11,11,3,0,3,13,17,12,2,0,28,38,77,87,105.2,-18.2,0.83,40,37.8,14.3,15.4,37,72,112.5,93.1,19.4,1.21,62.1,59.2,23.6,18.3,34.5
"2015 / 2016","18",2016-02-21,"1700","20160221-1700_DANvsSEQ","Dandenong","Home","South-East Queensland",64,88,-24,"Loss",22,62,35.5,3,16,18.8,17,28,60.7,23,8,31,9,14,2,3,4,23,22,8,4,5,20,26,80,80,110,-30,0.73,42.5,37.9,17.5,45.2,20.5,83,106,77.1,28.9,1.37,54,53.5,19.3,31,37.8
"2015 / 2016","18",2016-02-21,"1700","20160221-1700_DANvsSEQ","South-East Queensland","Away","Dandenong",88,64,24,"Win",32,71,45.1,12,27,44.4,12,22,54.5,31,14,45,19,16,7,4,3,22,23,17,14,7,16,24,83,106,77.1,28.9,1.37,54,53.5,19.3,31,37.8,80,80,110,-30,0.73,42.5,37.9,17.5,45.2,20.5
