"season","round","date","time","gameIDs201415","teamName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","teamResult","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint","possess","offRtg","defRtg","pointsMarginRtg","offDefRatio","trueShootingRtg","eFGpct","turnoverRate","freeThrowRate","offReboundRate","oppPossess","oppOffRtg","oppDefRtg","oppPointsMarginRtg","oppOffDefRatio","oppTrueShootingRtg","oppeFGpct","oppTurnoverRate","oppFreeThrowRate","oppOffReboundRate"
"2014 / 2015","12",2015-01-10,"1500","20150110-1500_MELvsADL","Adelaide","Away","Melbourne",66,96,-30,"Loss",27,77,35.1,4,19,21.1,8,11,72.7,23,13,36,12,12,1,4,4,20,13,4,5,0,23,38,81,81.5,118.5,-37,0.69,40.1,37.7,14.8,14.3,31,78,123.1,84.6,38.5,1.46,59.8,54.5,10.3,41.8,28.1
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_SYDvsWCW","Sydney","Home","West Coast",80,55,25,"Win",33,74,44.6,6,13,46.2,8,8,100,27,12,39,16,14,10,7,5,15,13,20,10,0,41,34,80,100,68.8,31.2,1.45,51.4,48.6,17.5,10.8,33.3,78,70.5,102.6,-32.1,0.69,40.1,33.9,24.4,22.6,25
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_SYDvsWCW","West Coast","Away","Sydney",55,80,-25,"Loss",18,62,29,6,20,30,13,14,92.9,24,9,33,9,19,5,5,7,14,15,6,6,0,16,24,78,70.5,102.6,-32.1,0.69,40.1,33.9,24.4,22.6,25,80,100,68.8,31.2,1.45,51.4,48.6,17.5,10.8,33.3
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_TSVvsDAN","Townsville","Home","Dandenong",87,92,-5,"Loss",35,77,45.5,4,19,21.1,13,15,86.7,30,8,38,22,15,2,4,3,15,18,10,4,0,19,46,91,95.6,101.1,-5.5,0.95,51.7,48.1,16.5,19.5,22.9,85,108.2,102.4,5.8,1.06,54.3,54.4,14.1,15.2,26.8
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_TSVvsDAN","Dandenong","Away","Townsville",92,87,5,"Win",38,79,48.1,10,21,47.6,6,12,50,27,11,38,12,12,4,3,4,18,15,11,6,0,6,32,85,108.2,102.4,5.8,1.06,54.3,54.4,14.1,15.2,26.8,91,95.6,101.1,-5.5,0.95,51.7,48.1,16.5,19.5,22.9
"2014 / 2015","12",2015-01-11,"1400","20150111-1400_BENvsADL","Bendigo","Home","Adelaide",75,64,11,"Win",29,72,40.3,5,18,27.8,12,17,70.6,16,17,33,22,11,8,6,1,16,21,16,16,2,17,36,73,102.7,87.7,15,1.17,46.8,43.8,15.1,23.6,43.6,73,87.7,102.7,-15,0.85,52.8,46.3,24.7,25.9,23.8
"2014 / 2015","12",2015-01-11,"1400","20150111-1400_BENvsADL","Adelaide","Away","Bendigo",64,75,-11,"Loss",23,54,42.6,4,15,26.7,14,14,100,22,5,27,11,18,3,1,6,21,16,10,4,0,21,24,73,87.7,102.7,-15,0.85,52.8,46.3,24.7,25.9,23.8,73,102.7,87.7,15,1.17,46.8,43.8,15.1,23.6,43.6
"2014 / 2015","13",2015-01-15,"1900","20150115-1900_CANvsSYD","Canberra","Home","Sydney",69,66,3,"Win",24,64,37.5,6,19,31.6,15,22,68.2,30,8,38,13,9,4,3,2,18,23,7,4,0,6,24,75,92,88,4,1.05,46.3,42.2,12,34.4,21.6,72,91.7,95.8,-4.09999999999999,0.96,43.4,39.7,12.5,25,28.6
"2014 / 2015","13",2015-01-15,"1900","20150115-1900_CANvsSYD","Sydney","Away","Canberra",66,69,-3,"Loss",24,68,35.3,6,26,23.1,12,17,70.6,29,12,41,13,9,3,2,3,23,18,11,4,0,16,18,72,91.7,95.8,-4.09999999999999,0.96,43.4,39.7,12.5,25,28.6,75,92,88,4,1.05,46.3,42.2,12,34.4,21.6
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_ADLvsTSV","Adelaide","Home","Townsville",75,98,-23,"Loss",28,67,41.8,6,19,31.6,13,14,92.9,26,8,34,11,19,4,0,3,17,17,10,2,0,20,32,84,89.3,116.7,-27.4,0.77,50.9,46.3,22.6,20.9,23.5,84,116.7,89.3,27.4,1.31,59.7,56.8,11.9,26,21.2
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_ADLvsTSV","Townsville","Away","Adelaide",98,75,23,"Win",36,73,49.3,11,21,52.4,15,19,78.9,26,7,33,20,10,8,3,0,17,17,18,10,0,27,30,84,116.7,89.3,27.4,1.31,59.7,56.8,11.9,26,21.2,84,89.3,116.7,-27.4,0.77,50.9,46.3,22.6,20.9,23.5
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_DANvsBEN","Dandenong","Home","Bendigo",89,82,7,"Win",37,76,48.7,4,14,28.6,11,11,100,26,10,36,17,13,5,4,4,21,17,8,4,6,12,46,84,106,97.6,8.40000000000001,1.09,54.8,51.3,15.5,14.5,28.6,82,100,108.5,-8.5,0.92,48.5,43.9,13.4,29.7,33.3
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_DANvsBEN","Bendigo","Away","Dandenong",82,89,-7,"Loss",29,74,39.2,7,23,30.4,17,22,77.3,25,13,38,15,11,4,4,4,17,21,11,7,0,9,32,82,100,108.5,-8.5,0.92,48.5,43.9,13.4,29.7,33.3,84,106,97.6,8.40000000000001,1.09,54.8,51.3,15.5,14.5,28.6
"2014 / 2015","13",2015-01-17,"1500","20150117-1500_SYDvsMEL","Sydney","Home","Melbourne",88,73,15,"Win",32,63,50.8,11,18,61.1,13,15,86.7,18,8,26,15,15,10,7,1,15,13,21,8,0,24,32,77,114.3,94.8,19.5,1.21,62.7,59.5,19.5,23.8,25,77,94.8,114.3,-19.5,0.83,50.2,47.8,29.9,17.9,50
"2014 / 2015","13",2015-01-17,"1500","20150117-1500_SYDvsMEL","Melbourne","Away","Sydney",73,88,-15,"Loss",29,67,43.3,6,15,40,9,12,75,24,18,42,15,23,2,1,7,13,14,12,7,0,6,34,77,94.8,114.3,-19.5,0.83,50.2,47.8,29.9,17.9,50,77,114.3,94.8,19.5,1.21,62.7,59.5,19.5,23.8,25
"2014 / 2015","13",2015-01-18,"1500","20150118-1500_WCWvsTSV","West Coast","Home","Townsville",72,92,-20,"Loss",29,65,44.6,7,19,36.8,7,13,53.8,24,6,30,11,14,3,1,4,11,22,5,4,0,23,34,79,91.1,116.5,-25.4,0.78,50.6,50,17.7,20,17.6,79,116.5,91.1,25.4,1.28,58.8,58.1,12.7,12.2,27.3
"2014 / 2015","13",2015-01-18,"1500","20150118-1500_WCWvsTSV","Townsville","Away","West Coast",92,72,20,"Win",38,74,51.4,10,22,45.5,6,9,66.7,28,9,37,23,10,2,4,1,22,11,19,12,0,24,34,79,116.5,91.1,25.4,1.28,58.8,58.1,12.7,12.2,27.3,79,91.1,116.5,-25.4,0.78,50.6,50,17.7,20,17.6
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_BENvsCAN","Bendigo","Home","Canberra",70,73,-3,"Loss",25,58,43.1,5,13,38.5,15,19,78.9,23,10,33,13,16,9,3,4,21,19,15,7,2,7,22,72,97.2,101.4,-4.2,0.96,52.2,47.4,22.2,32.8,31.2,77,94.8,90.9,3.89999999999999,1.04,49.3,43.2,20.8,25.8,34.3
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_BENvsCAN","Canberra","Away","Bendigo",73,70,3,"Win",24,66,36.4,9,25,36,16,17,94.1,22,12,34,12,16,4,4,3,19,20,8,4,0,7,20,77,94.8,90.9,3.89999999999999,1.04,49.3,43.2,20.8,25.8,34.3,72,97.2,101.4,-4.2,0.96,52.2,47.4,22.2,32.8,31.2
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_DANvsADL","Dandenong","Home","Adelaide",95,64,31,"Win",36,74,48.6,8,16,50,15,17,88.2,32,9,41,25,8,9,2,1,21,16,14,14,6,23,40,80,118.8,80,38.8,1.48,57.9,54.1,10,23,28.1,77,83.1,123.4,-40.3,0.67,41.1,36.2,19.5,41.5,31.9
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_DANvsADL","Adelaide","Away","Dandenong",64,95,-31,"Loss",21,65,32.3,5,23,21.7,17,27,63,23,15,38,15,15,2,1,2,16,21,5,14,2,31,30,77,83.1,123.4,-40.3,0.67,41.1,36.2,19.5,41.5,31.9,80,118.8,80,38.8,1.48,57.9,54.1,10,23,28.1
"2014 / 2015","14",2015-01-24,"1500","20150124-1500_MELvsCAN","Melbourne","Home","Canberra",66,74,-8,"Loss",24,67,35.8,8,18,44.4,10,12,83.3,14,9,23,12,9,7,0,7,17,18,9,6,2,17,22,72,91.7,102.8,-11.1,0.89,45.4,41.8,12.5,17.9,23.1,67,110.4,98.5,11.9,1.12,60.1,54.6,25.4,29.6,44
"2014 / 2015","14",2015-01-24,"1500","20150124-1500_MELvsCAN","Canberra","Away","Melbourne",74,66,8,"Win",27,54,50,5,14,35.7,15,16,93.8,30,11,41,18,17,3,7,0,18,17,6,7,0,10,28,67,110.4,98.5,11.9,1.12,60.1,54.6,25.4,29.6,44,72,91.7,102.8,-11.1,0.89,45.4,41.8,12.5,17.9,23.1
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_TSVvsSYD","Townsville","Home","Sydney",93,60,33,"Win",36,73,49.3,6,19,31.6,15,19,78.9,30,12,42,18,18,8,4,1,13,21,25,12,0,33,48,87,106.9,69,37.9,1.55,56.7,53.4,20.7,26,37.5,83,72.3,112,-39.7,0.65,41.3,38.1,25.3,17.9,25
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_TSVvsSYD","Sydney","Away","Townsville",60,93,-33,"Loss",22,67,32.8,7,21,33.3,9,12,75,20,10,30,14,21,6,1,5,21,13,8,8,0,25,24,83,72.3,112,-39.7,0.65,41.3,38.1,25.3,17.9,25,87,106.9,69,37.9,1.55,56.7,53.4,20.7,26,37.5
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_WCWvsBEN","West Coast","Home","Bendigo",55,80,-25,"Loss",23,68,33.8,3,13,23.1,6,11,54.5,24,13,37,13,14,8,3,2,11,18,10,10,0,24,34,74,74.3,108.1,-33.8,0.69,37.6,36,18.9,16.2,27.1,76,105.3,72.4,32.9,1.45,58.7,54.9,19.7,24.6,22.6
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_WCWvsBEN","Bendigo","Away","West Coast",80,55,25,"Win",30,61,49.2,7,18,38.9,13,15,86.7,35,7,42,17,15,6,2,3,18,11,14,6,2,17,40,76,105.3,72.4,32.9,1.45,58.7,54.9,19.7,24.6,22.6,74,74.3,108.1,-33.8,0.69,37.6,36,18.9,16.2,27.1
"2014 / 2015","15",2015-01-30,"1900","20150130-1900_CANvsADL","Canberra","Home","Adelaide",71,79,-8,"Loss",25,64,39.1,8,27,29.6,13,14,92.9,17,6,23,12,15,7,8,2,21,18,13,3,0,9,24,79,89.9,100,-10.1,0.9,50.2,45.3,19,21.9,18.2,77,102.6,92.2,10.4,1.11,57.7,56,20.8,37.9,29.2
"2014 / 2015","15",2015-01-30,"1900","20150130-1900_CANvsADL","Adelaide","Away","Canberra",79,71,8,"Win",30,58,51.7,5,15,33.3,14,22,63.6,27,7,34,11,16,6,2,8,18,21,13,4,2,25,32,77,102.6,92.2,10.4,1.11,57.7,56,20.8,37.9,29.2,79,89.9,100,-10.1,0.9,50.2,45.3,19,21.9,18.2
"2014 / 2015","15",2015-01-31,"1500","20150131-1500_DANvsWCW","Dandenong","Home","West Coast",87,80,7,"Win",30,69,43.5,3,20,15,24,24,100,27,9,36,15,5,9,0,1,20,18,17,6,6,14,40,76,114.5,105.3,9.2,1.09,54.1,45.7,6.6,34.8,24.3,80,100,108.8,-8.8,0.92,54.1,50,18.8,36.5,22.9
"2014 / 2015","15",2015-01-31,"1500","20150131-1500_DANvsWCW","West Coast","Away","Dandenong",80,87,-7,"Loss",26,63,41.3,11,32,34.4,17,23,73.9,28,8,36,17,15,2,1,0,18,20,2,7,0,21,22,80,100,108.8,-8.8,0.92,54.1,50,18.8,36.5,22.9,76,114.5,105.3,9.2,1.09,54.1,45.7,6.6,34.8,24.3
"2014 / 2015","15",2015-01-31,"1900","20150131-1900_SYDvsBEN","Sydney","Home","Bendigo",83,95,-12,"Loss",31,70,44.3,12,22,54.5,9,12,75,19,10,29,22,12,3,2,5,21,13,7,8,0,16,24,77,107.8,123.4,-15.6,0.87,54.8,52.9,15.6,17.1,25.6,75,126.7,110.7,16,1.14,59.2,54.5,10.7,41.8,38.7
"2014 / 2015","15",2015-01-31,"1900","20150131-1900_SYDvsBEN","Bendigo","Away","Sydney",95,83,12,"Win",35,67,52.2,3,16,18.8,22,28,78.6,29,12,41,20,8,5,5,2,13,21,16,9,0,24,50,75,126.7,110.7,16,1.14,59.2,54.5,10.7,41.8,38.7,77,107.8,123.4,-15.6,0.87,54.8,52.9,15.6,17.1,25.6
"2014 / 2015","15",2015-01-31,"1930","20150131-1930_MELvsTSV","Melbourne","Home","Townsville",69,88,-19,"Loss",27,66,40.9,11,22,50,4,6,66.7,23,4,27,10,18,4,4,4,19,15,20,2,2,7,16,83,83.1,106,-22.9,0.78,50.1,49.2,21.7,9.1,10.8,84,104.8,82.1,22.7,1.28,54.3,50.7,20.2,26.4,36.1
"2014 / 2015","15",2015-01-31,"1930","20150131-1930_MELvsTSV","Townsville","Away","Melbourne",88,69,19,"Win",35,72,48.6,3,9,33.3,15,19,78.9,33,13,46,11,17,7,4,4,15,19,19,6,12,19,40,84,104.8,82.1,22.7,1.28,54.3,50.7,20.2,26.4,36.1,83,83.1,106,-22.9,0.78,50.1,49.2,21.7,9.1,10.8
"2014 / 2015","15",2015-02-01,"1100","20150201-1100_ADLvsWCW","Adelaide","Home","West Coast",71,58,13,"Win",27,65,41.5,6,18,33.3,11,20,55,23,8,31,19,12,10,1,1,15,18,21,6,0,19,32,78,91,74.4,16.6,1.22,47.7,46.2,15.4,30.8,23.5,75,77.3,94.7,-17.4,0.82,42.9,40.2,22.7,23,28.1
"2014 / 2015","15",2015-02-01,"1100","20150201-1100_ADLvsWCW","West Coast","Away","Adelaide",58,71,-13,"Loss",23,61,37.7,3,22,13.6,9,14,64.3,26,9,35,6,17,5,1,1,18,15,10,6,2,19,30,75,77.3,94.7,-17.4,0.82,42.9,40.2,22.7,23,28.1,78,91,74.4,16.6,1.22,47.7,46.2,15.4,30.8,23.5
"2014 / 2015","15",2015-02-01,"1800","20150201-1800_BENvsTSV","Bendigo","Home","Townsville",66,55,11,"Win",23,55,41.8,5,16,31.2,15,17,88.2,26,8,34,14,23,10,0,3,13,21,4,6,2,17,28,77,85.7,71.4,14.3,1.2,52.3,46.4,29.9,30.9,26.7,78,70.5,84.6,-14.1,0.83,39.8,35.5,21.8,24.2,23.5
"2014 / 2015","15",2015-02-01,"1800","20150201-1800_BENvsTSV","Townsville","Away","Bendigo",55,66,-11,"Loss",20,62,32.3,4,16,25,11,15,73.3,22,8,30,10,17,14,3,0,21,13,14,2,2,8,20,78,70.5,84.6,-14.1,0.83,39.8,35.5,21.8,24.2,23.5,77,85.7,71.4,14.3,1.2,52.3,46.4,29.9,30.9,26.7
"2014 / 2015","16",2015-02-06,"1700","20150206-1700_ADLvsSYD","Adelaide","Home","Sydney",72,60,12,"Win",25,56,44.6,5,12,41.7,17,30,56.7,34,10,44,17,23,6,3,3,21,24,13,8,0,26,40,82,87.8,73.2,14.6,1.2,51.2,49.1,28,53.6,33.3,80,75,90,-15,0.83,37,31.7,15,29.6,26.1
"2014 / 2015","16",2015-02-06,"1700","20150206-1700_ADLvsSYD","Sydney","Away","Adelaide",60,72,-12,"Loss",21,71,29.6,3,20,15,15,21,71.4,20,12,32,15,12,10,3,3,24,21,21,2,0,28,28,80,75,90,-15,0.83,37,31.7,15,29.6,26.1,82,87.8,73.2,14.6,1.2,51.2,49.1,28,53.6,33.3
"2014 / 2015","16",2015-02-06,"1900","20150206-1900_TSVvsCAN","Townsville","Home","Canberra",94,67,27,"Win",33,58,56.9,9,19,47.4,19,23,82.6,32,7,39,20,17,3,4,0,16,22,12,11,0,14,44,78,120.5,85.9,34.6,1.4,68.2,64.7,21.8,39.7,28,77,87,122.1,-35.1,0.71,44.3,40.6,15.6,20.3,23.8
"2014 / 2015","16",2015-02-06,"1900","20150206-1900_TSVvsCAN","Canberra","Away","Townsville",67,94,-27,"Loss",25,69,36.2,6,25,24,11,14,78.6,18,10,28,13,12,8,0,4,22,15,7,5,0,9,26,77,87,122.1,-35.1,0.71,44.3,40.6,15.6,20.3,23.8,78,120.5,85.9,34.6,1.4,68.2,64.7,21.8,39.7,28
"2014 / 2015","16",2015-02-07,"1500","20150207-1500_MELvsDAN","Melbourne","Home","Dandenong",88,76,12,"Win",33,69,47.8,9,14,64.3,13,14,92.9,26,12,38,17,16,7,4,2,15,15,16,8,2,20,38,79,111.4,96.2,15.2,1.16,58.2,54.3,20.3,20.3,37.5,80,95,110,-15,0.86,50.2,47.8,20,20.3,29.7
"2014 / 2015","16",2015-02-07,"1500","20150207-1500_MELvsDAN","Dandenong","Away","Melbourne",76,88,-12,"Loss",30,69,43.5,6,16,37.5,10,14,71.4,20,11,31,16,16,14,2,4,15,15,11,9,2,6,26,80,95,110,-15,0.86,50.2,47.8,20,20.3,29.7,79,111.4,96.2,15.2,1.16,58.2,54.3,20.3,20.3,37.5
"2014 / 2015","16",2015-02-07,"1830","20150207-1830_WCWvsSYD","West Coast","Home","Sydney",85,93,-8,"Loss",33,69,47.8,8,17,47.1,11,16,68.8,22,8,30,22,11,1,5,6,28,17,10,7,0,46,50,79,107.6,117.7,-10.1,0.91,55.5,53.6,13.9,23.2,25,77,120.8,110.4,10.4,1.09,59.8,54,15.6,49.2,35.3
"2014 / 2015","16",2015-02-07,"1830","20150207-1830_WCWvsSYD","Sydney","Away","West Coast",93,85,8,"Win",30,63,47.6,8,15,53.3,25,31,80.6,24,12,36,16,12,6,6,5,17,28,13,9,2,21,32,77,120.8,110.4,10.4,1.09,59.8,54,15.6,49.2,35.3,79,107.6,117.7,-10.1,0.91,55.5,53.6,13.9,23.2,25
"2014 / 2015","16",2015-02-08,"1400","20150208-1400_BENvsMEL","Bendigo","Home","Melbourne",22,84,-62,"Loss",0,33,0,40.7,4,1017.5,28.6,19,150.5,82.6,25,12,37,17,12,11,2,5,22,89,22,9,4,10,33,66.7,254.5,-187.8,0.26,26.2,61.7,51.5,57.6,26.4,20,110,445,-335,0.25,29.3,80.3,85,53.3,29.2
"2014 / 2015","16",2015-02-08,"1400","20150208-1400_BENvsMEL","Melbourne","Away","Bendigo",22,89,-67,"Loss",1,30,3.3,46.2,8,577.5,42.1,16,263.1,69.6,34,10,44,17,23,7,5,2,22,84,6,12,2,37,20,110,445,-335,0.25,29.3,80.3,85,53.3,29.2,33,66.7,254.5,-187.8,0.26,26.2,61.7,51.5,57.6,26.4
"2014 / 2015","17",2015-02-13,"1740","20150213-1740_CANvsBEN","Canberra","Home","Bendigo",85,75,10,"Win",26,56,46.4,7,14,50,26,33,78.8,24,10,34,17,11,5,3,6,16,24,11,7,2,14,22,72,118.1,104.2,13.9,1.13,59.3,52.7,15.3,58.9,33.3,75,100,113.3,-13.3,0.88,56.3,53.3,14.7,23.3,7.7
"2014 / 2015","17",2015-02-13,"1740","20150213-1740_CANvsBEN","Bendigo","Away","Canberra",75,85,-10,"Loss",29,60,48.3,6,17,35.3,11,14,78.6,20,2,22,16,11,3,6,3,24,16,15,5,2,12,36,75,100,113.3,-13.3,0.88,56.3,53.3,14.7,23.3,7.7,72,118.1,104.2,13.9,1.13,59.3,52.7,15.3,58.9,33.3
"2014 / 2015","17",2015-02-13,"1930","20150213-1930_ADLvsDAN","Adelaide","Home","Dandenong",89,71,18,"Win",33,69,47.8,6,21,28.6,17,23,73.9,22,13,35,25,14,9,3,1,16,20,17,12,2,17,46,80,111.2,88.8,22.4,1.25,55.7,52.2,17.5,33.3,38.2,77,92.2,115.6,-23.4,0.8,44.8,43.2,20.8,17.8,45
"2014 / 2015","17",2015-02-13,"1930","20150213-1930_ADLvsDAN","Dandenong","Away","Adelaide",71,89,-18,"Loss",31,73,42.5,1,12,8.3,8,13,61.5,21,18,39,9,16,5,1,3,22,16,8,14,0,14,40,77,92.2,115.6,-23.4,0.8,44.8,43.2,20.8,17.8,45,80,111.2,88.8,22.4,1.25,55.7,52.2,17.5,33.3,38.2
"2014 / 2015","17",2015-02-14,"1830","20150214-1830_WCWvsMEL","West Coast","Home","Melbourne",61,64,-3,"Loss",24,62,38.7,1,11,9.1,12,14,85.7,17,11,28,12,18,7,6,2,14,19,12,11,6,26,36,75,81.3,85.3,-4,0.95,44.4,39.5,24,22.6,32.4,72,88.9,84.7,4.2,1.05,50.2,48.3,26.4,13.3,39.3
"2014 / 2015","17",2015-02-14,"1830","20150214-1830_WCWvsMEL","Melbourne","Away","West Coast",64,61,3,"Win",26,60,43.3,6,18,33.3,6,8,75,23,11,34,15,19,7,2,6,20,14,19,6,0,16,24,72,88.9,84.7,4.2,1.05,50.2,48.3,26.4,13.3,39.3,75,81.3,85.3,-4,0.95,44.4,39.5,24,22.6,32.4
"2014 / 2015","17",2015-02-14,"1900","20150214-1900_SYDvsTSV","Sydney","Home","Townsville",82,80,2,"Win",33,68,48.5,10,20,50,6,8,75,25,9,34,23,17,11,4,9,19,13,15,9,0,22,28,80,102.5,100,2.5,1.02,57.1,55.9,21.2,11.8,29,81,98.8,101.2,-2.40000000000001,0.98,52.2,47.9,22.2,20,34.2
"2014 / 2015","17",2015-02-14,"1900","20150214-1900_SYDvsTSV","Townsville","Away","Sydney",80,82,-2,"Loss",29,70,41.4,9,20,45,13,14,92.9,22,13,35,15,18,7,9,4,13,18,11,8,0,18,26,81,98.8,101.2,-2.40000000000001,0.98,52.2,47.9,22.2,20,34.2,80,102.5,100,2.5,1.02,57.1,55.9,21.2,11.8,29
"2014 / 2015","17",2015-02-15,"1700","20150215-1700_DANvsTSV","Dandenong","Home","Townsville",11,80,-69,"Loss",1,34,2.9,40.5,2,2025,11.1,7,158.6,87.5,37,11,48,16,13,3,8,4,21,77,8,8,6,10,16,68.8,500,-431.2,0.14,14.7,62.5,100,20.6,28.9,14,150,550,-400,0.27,28,58.2,100,71.4,29.7
"2014 / 2015","17",2015-02-15,"1700","20150215-1700_DANvsTSV","Townsville","Away","Dandenong",21,77,-56,"Loss",0,28,0,32.6,4,815,18.2,20,91,90.9,37,18,55,14,14,6,4,8,11,80,11,10,4,6,14,150,550,-400,0.27,28,58.2,100,71.4,29.7,16,68.8,500,-431.2,0.14,14.7,62.5,100,20.6,28.9
