"season","pageIDs201516","teamName","teamShortName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint"
"2015 / 2016",137274,"Perth Lynx","Lynx","Home","SEQ Stars","85",67,18,"30","80","37","10","32","31","15","22","68","34","17","51","22","8","8","8","3","18","15","16","13","2","19","32"
"2015 / 2016",137274,"SEQ Stars","SEQ","Away","Perth Lynx","67",85,-18,"22","70","31","5","21","23","18","21","85","29","14","43","13","12","4","3","8","15","18","4","15","0","13","24"
"2015 / 2016",137275,"Dandenong Rangers","Rangers","Home","UC Capitals","84",80,4,"32","63","50","5","15","33","15","17","88","24","14","38","14","22","5","1","1","16","18","11","15","3","10","34"
"2015 / 2016",137275,"UC Capitals","Capitals","Away","Dandenong Rangers","80",84,-4,"29","65","44","10","27","37","12","17","70","15","13","28","14","16","5","1","1","19","16","7","6","6","15","32"
"2015 / 2016",137276,"Bendigo Spirit","Spirit","Home","Melbourne Boomers","65",70,-5,"21","69","30","7","27","25","16","19","84","22","16","38","13","17","11","6","7","22","17","15","5","4","3","20"
"2015 / 2016",137276,"Melbourne Boomers","Boomers","Away","Bendigo Spirit","70",65,5,"23","57","40","12","23","52","12","19","63","26","10","36","18","19","8","7","6","17","22","9","9","0","6","16"
"2015 / 2016",137278,"Adelaide Lightning","Lightning","Home","SEQ Stars","61",72,-11,"23","58","39","2","9","22","13","18","72","26","9","35","9","17","7","4","4","17","16","12","2","2","25","28"
"2015 / 2016",137278,"SEQ Stars","SEQ","Away","Adelaide Lightning","72",61,11,"25","65","38","10","25","40","12","12","100","24","10","34","18","14","7","4","4","16","17","10","2","0","18","20"
"2015 / 2016",137279,"Melbourne Boomers","Boomers","Home","UC Capitals","78",75,3,"32","73","43","13","28","46","1","2","50","28","7","35","20","6","3","1","3","11","11","12","5","0","19","26"
"2015 / 2016",137279,"UC Capitals","Capitals","Away","Melbourne Boomers","75",78,-3,"30","65","46","9","18","50","6","10","60","24","4","28","15","7","1","3","1","11","11","14","6","0","8","28"
"2015 / 2016",137280,"Perth Lynx","Lynx","Home","UC Capitals","88",68,20,"35","79","44","7","22","31","11","13","84","26","15","41","16","14","12","5","10","15","12","18","6","2","23","48"
"2015 / 2016",137280,"UC Capitals","Capitals","Away","Perth Lynx","68",88,-20,"26","62","41","8","21","38","8","10","80","23","7","30","12","22","7","10","5","12","15","15","3","4","24","26"
"2015 / 2016",137281,"Bendigo Spirit","Spirit","Home","Sydney Uni Flames","64",67,-3,"21","60","35","6","20","30","16","18","88","24","11","35","8","12","4","5","4","23","14","9","4","2","2","20"
"2015 / 2016",137281,"Sydney Uni Flames","Flames","Away","Bendigo Spirit","67",64,3,"25","69","36","7","12","58","10","14","71","23","18","41","8","13","2","4","5","15","23","3","6","0","15","24"
"2015 / 2016",137282,"Dandenong Rangers","Rangers","Home","Melbourne Boomers","76",70,6,"30","64","46","2","8","25","14","17","82","21","11","32","7","12","4","2","1","11","19","12","14","3","7","36"
"2015 / 2016",137282,"Melbourne Boomers","Boomers","Away","Dandenong Rangers","70",76,-6,"29","60","48","7","19","36","5","8","62","22","7","29","11","15","4","1","2","19","11","6","9","3","9","26"
"2015 / 2016",137283,"SEQ Stars","SEQ","Home","Townsville Fire","95",75,20,"38","78","48","9","21","42","10","11","90","25","11","36","18","9","4","5","4","16","10","24","11","0","16","28"
"2015 / 2016",137283,"Townsville Fire","Fire","Away","SEQ Stars","75",95,-20,"25","63","39","2","14","14","23","23","100","23","7","30","15","17","3","4","5","10","16","4","8","0","9","34"
"2015 / 2016",137284,"Adelaide Lightning","Lightning","Home","UC Capitals","75",68,7,"27","70","38","5","16","31","16","25","64","29","15","44","20","16","7","1","3","24","18","7","12","0","18","30"
"2015 / 2016",137284,"UC Capitals","Capitals","Away","Adelaide Lightning","68",75,-7,"22","58","37","2","16","12","22","28","78","28","7","35","9","17","6","3","1","18","24","12","4","0","10","34"
"2015 / 2016",137285,"Melbourne Boomers","Boomers","Home","Sydney Uni Flames","62",65,-3,"21","58","36","8","24","33","12","15","80","18","17","35","13","21","9","4","0","20","15","13","19","0","11","12"
"2015 / 2016",137285,"Sydney Uni Flames","Flames","Away","Melbourne Boomers","65",62,3,"26","56","46","5","15","33","8","12","66","14","5","19","14","15","6","0","3","15","20","14","5","6","11","24"
"2015 / 2016",137286,"Townsville Fire","Fire","Home","Dandenong Rangers","70",61,9,"25","67","37","10","24","41","10","14","71","28","10","38","20","14","0","4","3","12","12","9","4","0","8","24"
"2015 / 2016",137286,"Dandenong Rangers","Rangers","Away","Townsville Fire","61",70,-9,"25","70","35","2","14","14","9","12","75","25","9","34","7","10","4","3","4","12","12","16","11","0","9","28"
"2015 / 2016",137287,"Perth Lynx","Lynx","Home","Townsville Fire","71",77,-6,"28","76","36","6","25","24","9","11","81","21","15","36","11","14","11","0","7","14","12","15","13","0","10","32"
"2015 / 2016",137287,"Townsville Fire","Fire","Away","Perth Lynx","77",71,6,"31","56","55","9","17","52","6","9","66","25","3","28","19","20","5","7","0","12","14","13","2","0","21","36"
"2015 / 2016",137288,"Sydney Uni Flames","Flames","Home","Melbourne Boomers","86",78,8,"31","60","51","10","22","45","14","16","87","21","8","29","19","15","7","4","2","16","18","18","10","0","24","24"
"2015 / 2016",137288,"Melbourne Boomers","Boomers","Away","Sydney Uni Flames","78",86,-8,"26","59","44","11","24","45","15","19","78","16","11","27","15","18","6","2","4","18","16","9","2","0","31","26"
"2015 / 2016",137289,"Bendigo Spirit","Spirit","Home","UC Capitals","78",68,10,"31","68","45","6","19","31","10","12","83","26","8","34","20","11","8","2","4","15","12","9","2","2","8","42"
"2015 / 2016",137289,"UC Capitals","Capitals","Away","Bendigo Spirit","68",78,-10,"24","60","40","3","13","23","17","19","89","25","6","31","10","13","4","4","2","12","15","7","4","1","7","36"
"2015 / 2016",137290,"SEQ Stars","SEQ","Home","Dandenong Rangers","66",72,-6,"23","76","30","4","22","18","16","18","88","28","18","46","9","10","5","4","4","20","17","5","7","0","16","26"
"2015 / 2016",137290,"Dandenong Rangers","Rangers","Away","SEQ Stars","72",66,6,"25","61","40","4","9","44","18","23","78","28","4","32","11","11","4","4","4","17","20","4","4","0","13","30"
"2015 / 2016",137291,"Adelaide Lightning","Lightning","Home","Townsville Fire","60",88,-28,"22","63","34","6","15","40","10","20","50","15","15","30","10","15","5","2","7","21","13","11","17","0","12","22"
"2015 / 2016",137291,"Townsville Fire","Fire","Away","Adelaide Lightning","88",60,28,"33","67","49","8","26","30","14","24","58","27","17","44","22","11","6","7","2","13","21","11","10","0","21","40"
"2015 / 2016",137292,"Sydney Uni Flames","Flames","Home","Perth Lynx","83",73,10,"28","63","44","6","19","31","21","21","100","25","9","34","18","13","5","8","2","16","19","13","8","0","22","28"
"2015 / 2016",137292,"Perth Lynx","Lynx","Away","Sydney Uni Flames","73",83,-10,"27","70","38","7","27","25","12","14","85","20","14","34","11","17","8","2","8","19","16","16","10","0","18","32"
"2015 / 2016",137293,"Adelaide Lightning","Lightning","Home","Dandenong Rangers","63",79,-16,"22","67","32","6","21","28","13","20","65","17","14","31","15","16","10","0","5","20","14","14","8","2","13","22"
"2015 / 2016",137293,"Dandenong Rangers","Rangers","Away","Adelaide Lightning","79",63,16,"28","55","50","3","9","33","20","25","80","24","7","31","18","17","7","5","0","14","20","18","6","2","16","26"
"2015 / 2016",137294,"Dandenong Rangers","Rangers","Home","Sydney Uni Flames","64",61,3,"22","67","32","3","8","37","17","20","85","27","14","41","7","13","5","4","6","18","22","10","2","6","16","22"
"2015 / 2016",137294,"Sydney Uni Flames","Flames","Away","Dandenong Rangers","61",64,-3,"23","71","32","5","21","23","10","15","66","24","14","38","9","11","4","6","4","22","18","11","11","4","25","30"
"2015 / 2016",137295,"Bendigo Spirit","Spirit","Home","Melbourne Boomers","81",74,7,"28","62","45","5","18","27","20","28","71","20","13","33","19","9","10","3","1","17","22","6","4","0","3","42"
"2015 / 2016",137295,"Melbourne Boomers","Boomers","Away","Bendigo Spirit","74",81,-7,"27","57","47","11","21","52","9","20","45","22","7","29","14","12","1","1","3","22","17","10","8","4","12","24"
"2015 / 2016",137296,"Townsville Fire","Fire","Home","SEQ Stars","80",90,-10,"31","73","42","8","21","38","10","15","66","28","9","37","19","16","2","4","4","16","13","10","9","0","8","40"
"2015 / 2016",137296,"SEQ Stars","SEQ","Away","Townsville Fire","90",80,10,"28","68","41","10","21","47","24","26","92","29","9","38","16","13","3","4","4","13","16","18","12","2","2","20"
"2015 / 2016",137298,"Bendigo Spirit","Spirit","Home","Sydney Uni Flames","81",66,15,"30","68","44","5","16","31","16","20","80","31","15","46","19","14","4","2","1","14","16","8","11","6","5","48"
"2015 / 2016",137298,"Sydney Uni Flames","Flames","Away","Bendigo Spirit","66",81,-15,"28","72","38","5","21","23","5","6","83","19","8","27","14","8","3","1","2","16","14","13","7","0","17","36"
"2015 / 2016",137299,"Dandenong Rangers","Rangers","Home","Adelaide Lightning","63",77,-14,"25","60","41","5","14","35","8","10","80","22","4","26","14","15","6","2","4","22","15","11","4","2","10","22"
"2015 / 2016",137299,"Adelaide Lightning","Lightning","Away","Dandenong Rangers","77",63,14,"26","73","35","4","15","26","21","26","80","25","22","47","15","12","6","4","2","15","22","14","11","4","11","32"
"2015 / 2016",137300,"SEQ Stars","SEQ","Home","UC Capitals","115",75,40,"44","77","57","15","29","51","12","17","70","28","16","44","16","14","9","0","0","25","18","23","20","0","14","42"
"2015 / 2016",137300,"UC Capitals","Capitals","Away","SEQ Stars","75",115,-40,"25","58","43","4","14","28","21","26","80","17","1","18","9","17","3","0","0","18","25","9","2","2","32","26"
"2015 / 2016",137301,"Perth Lynx","Lynx","Home","Adelaide Lightning","76",67,9,"28","65","43","7","22","31","13","19","68","24","7","31","19","6","2","2","5","16","19","14","8","0","11","30"
"2015 / 2016",137301,"Adelaide Lightning","Lightning","Away","Perth Lynx","67",76,-9,"22","67","32","11","26","42","12","16","75","21","18","39","13","15","0","5","2","19","16","9","6","0","13","14"
"2015 / 2016",137302,"Townsville Fire","Fire","Home","UC Capitals","97",83,14,"39","74","52","5","15","33","14","22","63","30","10","40","26","11","7","4","8","9","17","12","8","0","25","48"
"2015 / 2016",137302,"UC Capitals","Capitals","Away","Townsville Fire","83",97,-14,"33","73","45","11","27","40","6","6","100","19","7","26","18","15","1","8","4","17","9","8","6","0","17","36"
"2015 / 2016",137303,"Melbourne Boomers","Boomers","Home","Dandenong Rangers","67",72,-5,"26","60","43","6","15","40","9","11","81","21","6","27","14","15","7","3","2","16","16","14","4","0","13","28"
"2015 / 2016",137303,"Dandenong Rangers","Rangers","Away","Melbourne Boomers","72",67,5,"30","68","44","5","15","33","7","11","63","24","13","37","16","16","7","2","3","16","16","14","6","4","12","38"
"2015 / 2016",137304,"Townsville Fire","Fire","Home","Sydney Uni Flames","89",80,9,"35","67","52","4","14","28","15","22","68","30","10","40","11","12","7","1","3","11","20","12","14","0","15","50"
"2015 / 2016",137304,"Sydney Uni Flames","Flames","Away","Townsville Fire","80",89,-9,"32","74","43","8","20","40","8","11","72","24","9","33","18","15","4","3","1","21","10","13","4","0","22","32"
"2015 / 2016",137305,"Adelaide Lightning","Lightning","Home","Melbourne Boomers","70",47,23,"24","76","31","5","21","23","17","22","77","21","20","41","18","15","18","2","0","15","19","22","11","0","10","30"
"2015 / 2016",137305,"Melbourne Boomers","Boomers","Away","Adelaide Lightning","47",70,-23,"19","57","33","4","18","22","5","10","50","25","12","37","9","28","4","0","2","19","15","14","6","0","8","22"
"2015 / 2016",137306,"Dandenong Rangers","Rangers","Home","Bendigo Spirit","82",74,8,"30","60","50","1","4","25","21","22","95","28","7","35","13","10","2","6","1","13","17","6","6","0","16","34"
"2015 / 2016",137306,"Bendigo Spirit","Spirit","Away","Dandenong Rangers","74",82,-8,"30","81","37","9","31","29","5","7","71","18","11","29","14","8","5","1","6","17","13","3","12","2","4","32"
"2015 / 2016",137307,"Perth Lynx","Lynx","Home","Melbourne Boomers","80",59,21,"35","77","45","10","25","40","0","1","0","18","18","36","23","8","8","3","2","13","12","26","22","0","11","36"
"2015 / 2016",137307,"Melbourne Boomers","Boomers","Away","Perth Lynx","59",80,-21,"22","54","40","9","24","37","6","7","85","20","9","29","11","20","3","2","3","12","13","5","8","0","17","24"
"2015 / 2016",137308,"UC Capitals","Capitals","Home","Adelaide Lightning","82",85,-3,"29","69","42","11","22","50","13","13","100","23","5","28","13","12","8","2","1","16","20","7","5","0","9","28"
"2015 / 2016",137308,"Adelaide Lightning","Lightning","Away","UC Capitals","85",82,3,"34","72","47","7","16","43","10","16","62","30","11","41","21","15","5","1","2","20","16","8","13","2","14","44"
"2015 / 2016",137309,"SEQ Stars","SEQ","Home","Sydney Uni Flames","92",73,19,"33","75","44","8","23","34","18","21","85","29","12","41","11","10","4","6","5","22","19","11","10","4","17","28"
"2015 / 2016",137309,"Sydney Uni Flames","Flames","Away","SEQ Stars","73",92,-19,"23","65","35","4","14","28","23","27","85","25","11","36","11","11","0","5","6","19","21","2","6","0","21","26"
"2015 / 2016",137310,"Adelaide Lightning","Lightning","Home","SEQ Stars","81",89,-8,"31","78","39","3","22","13","16","22","72","32","12","44","11","10","3","4","2","24","20","2","11","0","9","30"
"2015 / 2016",137310,"SEQ Stars","SEQ","Away","Adelaide Lightning","89",81,8,"29","74","39","7","20","35","24","28","85","37","11","48","15","8","4","2","4","20","24","3","11","0","9","28"
"2015 / 2016",137311,"Perth Lynx","Lynx","Home","SEQ Stars","71",87,-16,"27","72","37","12","36","33","5","6","83","22","12","34","15","21","3","0","1","22","10","6","9","0","0","26"
"2015 / 2016",137311,"SEQ Stars","SEQ","Away","Perth Lynx","87",71,16,"30","73","41","5","24","20","22","29","75","27","14","41","14","10","11","1","0","12","22","15","8","0","16","40"
"2015 / 2016",137312,"Sydney Uni Flames","Flames","Home","Dandenong Rangers","73",77,-4,"27","70","38","7","18","38","12","15","80","20","6","26","14","14","8","4","5","15","13","16","0","0","12","28"
"2015 / 2016",137312,"Dandenong Rangers","Rangers","Away","Sydney Uni Flames","77",73,4,"31","67","46","4","10","40","11","13","84","33","10","43","19","18","2","5","4","13","15","14","8","0","17","38"
"2015 / 2016",137313,"Melbourne Boomers","Boomers","Home","Townsville Fire","60",84,-24,"25","68","36","7","21","33","3","4","75","18","10","28","12","15","2","1","2","19","15","14","9","2","12","24"
"2015 / 2016",137313,"Townsville Fire","Fire","Away","Melbourne Boomers","84",60,24,"31","67","46","6","14","42","16","20","80","26","13","39","16","12","6","2","1","15","19","20","9","2","28","44"
"2015 / 2016",137314,"Bendigo Spirit","Spirit","Home","Townsville Fire","63",75,-12,"26","75","34","5","21","23","6","8","75","18","20","38","14","16","4","5","5","20","11","7","17","0","10","26"
"2015 / 2016",137314,"Townsville Fire","Fire","Away","Bendigo Spirit","75",63,12,"27","66","40","7","18","38","14","17","82","24","12","36","16","14","6","5","5","11","19","6","11","0","17","28"
"2015 / 2016",137315,"UC Capitals","Capitals","Home","Dandenong Rangers","69",73,-4,"29","63","46","5","21","23","6","10","60","28","6","34","17","18","8","10","2","12","12","4","2","2","15","44"
"2015 / 2016",137315,"Dandenong Rangers","Rangers","Away","UC Capitals","73",69,4,"29","81","35","6","11","54","9","11","81","25","13","38","11","10","10","2","10","12","12","20","14","2","6","28"
"2015 / 2016",137316,"Townsville Fire","Fire","Home","Dandenong Rangers","89",49,40,"31","65","47","10","25","40","17","23","73","34","15","49","18","16","3","5","3","16","20","17","11","2","15","40"
"2015 / 2016",137316,"Dandenong Rangers","Rangers","Away","Townsville Fire","49",89,-40,"20","74","27","3","19","15","6","8","75","21","14","35","9","17","5","3","5","20","16","8","10","0","7","22"
"2015 / 2016",137317,"UC Capitals","Capitals","Home","Perth Lynx","80",77,3,"30","59","50","6","16","37","14","18","77","28","8","36","19","23","7","4","0","14","17","11","9","0","0","40"
"2015 / 2016",137317,"Perth Lynx","Lynx","Away","UC Capitals","77",80,-3,"29","74","39","12","33","36","7","10","70","16","15","31","15","16","15","0","4","17","14","22","11","2","10","28"
"2015 / 2016",137318,"Sydney Uni Flames","Flames","Home","Perth Lynx","85",88,-3,"32","68","47","7","18","38","14","14","100","18","9","27","20","16","7","1","2","11","14","12","8","0","26","44"
"2015 / 2016",137318,"Perth Lynx","Lynx","Away","Sydney Uni Flames","88",85,3,"35","71","49","11","26","42","7","10","70","19","13","32","17","14","4","2","1","14","11","20","13","0","15","40"
"2015 / 2016",137319,"Melbourne Boomers","Boomers","Home","Adelaide Lightning","62",88,-26,"25","69","36","8","16","50","4","6","66","18","13","31","13","24","5","3","7","18","12","6","18","0","17","22"
"2015 / 2016",137319,"Adelaide Lightning","Lightning","Away","Melbourne Boomers","88",62,26,"35","71","49","2","11","18","16","20","80","23","12","35","17","13","12","7","3","12","18","31","11","4","10","48"
"2015 / 2016",137320,"Bendigo Spirit","Spirit","Home","Adelaide Lightning","78",92,-14,"28","62","45","5","18","27","17","21","80","18","6","24","13","16","6","1","3","19","19","14","7","4","9","38"
"2015 / 2016",137320,"Adelaide Lightning","Lightning","Away","Bendigo Spirit","92",78,14,"37","67","55","6","14","42","12","16","75","24","8","32","14","11","2","3","1","19","19","17","9","0","18","40"
"2015 / 2016",137321,"SEQ Stars","SEQ","Home","UC Capitals","81",76,5,"31","77","40","6","17","35","13","19","68","24","15","39","18","12","9","3","7","10","16","12","16","0","18","42"
"2015 / 2016",137321,"UC Capitals","Capitals","Away","SEQ Stars","76",81,-5,"31","73","42","7","22","31","7","10","70","31","11","42","16","17","6","7","3","16","9","16","7","2","9","34"
"2015 / 2016",137322,"Perth Lynx","Lynx","Home","Townsville Fire","82",69,13,"35","83","42","8","26","30","4","8","50","22","12","34","16","6","11","1","3","26","11","20","13","2","17","36"
"2015 / 2016",137322,"Townsville Fire","Fire","Away","Perth Lynx","69",82,-13,"24","56","42","2","17","11","19","28","67","33","6","39","12","21","2","3","1","11","26","6","6","2","11","40"
"2015 / 2016",137323,"Sydney Uni Flames","Flames","Home","Bendigo Spirit","90",83,7,"32","65","49","8","17","47","18","18","100","21","11","32","19","19","7","5","4","15","21","18","16","0","22","40"
"2015 / 2016",137323,"Bendigo Spirit","Spirit","Away","Sydney Uni Flames","83",90,-7,"35","79","44","6","18","33","7","11","63","20","16","36","8","18","10","4","5","21","15","26","19","0","8","54"
"2015 / 2016",137324,"Dandenong Rangers","Rangers","Home","SEQ Stars","64",88,-24,"22","62","35","3","16","18","17","28","60","23","8","31","9","14","2","3","4","23","22","8","4","5","20","26"
"2015 / 2016",137324,"SEQ Stars","SEQ","Away","Dandenong Rangers","88",64,24,"32","71","45","12","27","44","12","22","54","31","14","45","19","16","7","4","3","22","23","17","14","7","16","24"
"2015 / 2016",137325,"UC Capitals","Capitals","Home","Bendigo Spirit","78",71,7,"30","70","42","6","18","33","12","15","80","27","13","40","19","12","9","8","2","12","14","13","13","2","20","34"
"2015 / 2016",137325,"Bendigo Spirit","Spirit","Away","UC Capitals","71",78,-7,"26","71","36","9","22","40","10","13","76","24","15","39","11","16","8","2","8","14","12","13","8","2","5","26"
"2015 / 2016",137326,"Adelaide Lightning","Lightning","Home","Townsville Fire","57",64,-7,"23","77","29","6","26","23","5","8","62","27","16","43","19","13","8","4","4","22","11","9","10","0","5","22"
"2015 / 2016",137326,"Townsville Fire","Fire","Away","Adelaide Lightning","64",57,7,"20","61","32","5","17","29","19","28","67","29","13","42","13","16","6","4","4","12","22","5","6","0","20","22"
"2015 / 2016",137327,"Melbourne Boomers","Boomers","Home","SEQ Stars","81",67,14,"28","60","46","15","25","60","10","11","90","29","10","39","18","17","1","3","0","18","12","12","8","2","12","20"
"2015 / 2016",137327,"SEQ Stars","SEQ","Away","Melbourne Boomers","67",81,-14,"28","78","35","3","16","18","8","12","66","19","17","36","11","11","3","0","3","13","17","12","2","0","28","38"
"2015 / 2016",137239,"SEQ Stars","SEQ","Home","Sydney Uni Flames","97",89,8,"36","79","45","4","19","21","21","26","80","28","20","48","11","16","6","2","5","19","21","19","13","0","15","52"
"2015 / 2016",137239,"Sydney Uni Flames","Flames","Away","SEQ Stars","89",97,-8,"33","68","48","6","17","35","17","21","80","26","6","32","19","18","5","5","2","21","19","20","8","0","11","44"
"2015 / 2016",137277,"Sydney Uni Flames","Flames","Home","Townsville Fire","78",79,-1,"30","73","41","5","21","23","13","18","72","29","9","38","19","14","9","2","3","11","15","15","4","0","17","26"
"2015 / 2016",137277,"Townsville Fire","Fire","Away","Sydney Uni Flames","79",78,1,"34","79","43","4","13","30","7","10","70","28","13","41","20","16","5","3","2","15","11","14","13","0","11","44"
"2015 / 2016",137297,"Canberra","Capitals","Home","Perth","63",89,-26,"24","60","40","5","20","25","10","12","83.3","26","13","39","12","27","7","5","2","16","19",NA,NA,NA,NA,NA
"2015 / 2016",137297,"Perth","Lynx","Away","Canberra","89",63,26,"34","81","42","10","35","28.6","11","16","68.8","21","17","38","14","11","15","2","5","19","16",NA,NA,NA,NA,NA
